Sents;Class;;;;;
Strategic importance and supply risk and thus the positioning of products in the Kraljic matrix may change over time.;0;;;;;
Therefore, this study intentionally focused on sourcing levers profiles within a limited time frame to allow a classification of the respective sourcing projects into the Kraljic matrix.;0;;;;;
However, sourcing projects are not independent from each other as one tactical sourcing levers might have been applied in the past and therefore no longer be relevant to a particular sourcing project on a later occasion.;0;;;;;
In other word, previous sourcing projects might have limited the respondent's choice of sourcing levers in the analyzed sourcing projects.;0;;;;;
Future studies may address this limitation and analyze how sourcing lever application and success is influenced along a series of sourcing projects in a longitudinal study.;0;;;;;
This might be due to the industry sample, as customized, complex and costly systems are typically purchased in the automotive industry.;0;;;;;
Therefore, broader cross-industrial investigations across a greater number of regions and cultures might help to strengthen the generalizability of the findings along a wider range of research problems.;0;;;;;
For instance, the low incidence of relation-oriented strategies in this sample may be the expression of corporate culture.;0;;;;;
Research on tactical sourcing levers can still be considered as work in progress.;0;;;;;
This study focused on the knowledge gained from purchasing-related practitioners.;0;;;;;
However, purchasers increasingly work in cross-functional teams which can also affect their choice and range of available tactical sourcing levers.;0;;;;;
Future research might thus go beyond the existing frameworks to integrate practitioners from other supply market-related functions such as engineering, logistics or quality management into the research process.;0;;;;;
So far, the study lacks evidence on tangible outcomes of whether tactical sourcing levers were, or were not, successfully applied in practice.;0;;;;;
Future research may address this opportunity and analyze how successful category managers are in cherry picking tactical sourcing levers from any of the recommendations made by Kraljic.;0;;;;;
If they are successful, although they infringe on Kraljic's or other author's recommendations this could fundamentally question the utility of the Kraljic matrix and portfolio models in general.;0;;;;;
Purchasing strategies are a significant contributing factor to the overall performance of a firm.;0;;;;;
Not only has it been argued that transitioning purchasing from a tactical to a strategic role provides sustainable competitive advantage, compelling evidence supports the relationship between strategic purchasing and supplier integration, performance, power, and total cost of ownership among other benefits.;0;;;;;
Consequently, it has become widely accepted that establishing a strategic purchasing approach is imperative for today's firm.;0;;;;;
Towards this goal, employing a purchasing portfolio approach has become prevalent in both academia and within organizations to improve strategic purchasing.;0;;;;;
The most established portfolio model in literature and practice is Kraljic's model known as the Kraljic Portfolio Matrix.;0;;;;;
The KPM employs a matrix comprised of four portfolio quadrants to categorize purchases according to a range of internal, product, profit and operational factors along with external, supply market conditions.;0;;;;;
The general idea behind the KPM is to minimize supply vulnerability and maximize buying power while at the same time matching external resources provided by suppliers with the internal needs of the buying firm.;0;;;;;
The KPM has been found to provide additional benefits, visualizing and illustrating the purchasing strategy, and diversifying supplier power dependencies.;3;;;;;
Thus, the KPM approach has been argued to represent the single most diagnostic and prescriptive tool available to purchasing organizations.;0;;;;;
However, the Kraljic model is not without its critics.;0;;;;;
One of the primary weaknesses of the KPM is the qualitative nature of the model, which results in a subjective method for weighting and positioning suppliers or commodities in the quadrants.;0;;;;;
In fact, Olsen and Ellram emphasized that the weighting of each factor, which helps to determine the positioning, is the most important part of the implementation process, but at the same time is one of the most subjective elements of the KPM model and decision-makers must come to an agreement on these inputs.;0;;;;;
To address this Padhi argue for less subjective methods for positioning purchases on the matrix.;0;;;;;
However, advancements with this concern have been slow.;0;;;;;
Other concerns with the KPM exist such as weakness in the measurement of dimensions and variables, lack of prescriptive suggestions for proactively changing the existing power dependence, disregard for the supplier side, and the failure to account for interdependencies between products and between agent relationships.;0;;;;;
Nevertheless, even among these critics, there is wide consensus that the KPM model provides a useful tool for describing and differentiating purchasing situations and developing appropriate sourcing strategies.;0;;;;;
The purpose of this paper is to address some of these concerns.;0;;;;;
We propose the use of decision analysis to provide a systematic quantitative approach to making better decisions.;0;;;;;
By incorporating decision analysis, we advance the KPM model to become more objective in nature.;0;;;;;
Specifically, we propose the use of multi-objective decision analysis as a quantitative framework to objectively position purchases in the KPM matrix along with identifying which products and services to begin strategic sourcing efforts with.;0;;;;;
We demonstrate our approach by positioning major products and services procured by an organization which sources over $10 billion per year for products and services across 79 locations.;0;;;;;
Consequently, this paper contributes to the literature in two ways.;0;;;;;
Providing a novel approach to objectively and quantitatively position products and services within the KPM.;0;;;;;
Providing decision makers an approach to identify those products and services that are optimal candidates to begin strategic sourcing initiatives.;0;;;;;
The outline of this paper follows.;0;;;;;
First, we provide a succinct overview of purchasing portfolio models and the current gap in the literature for quantitatively positioning items within the KPM.;0;;;;;
We then outline our proposed methodology along with the use-case application of our approach to a subset of the organization's products and services.;0;;;;;
We then discuss the results and insights garnered from our analysis and end the paper with a short discussion of recommendations, future work and concluding statements.;0;;;;;
Modern portfolio theory dates back to 1952 when Markowitz introduced a framework for assembling a portfolio of assets to balance expected return for a given level of risk.;0;;;;;
The concept of portfolio models subsequently diffused into the strategic management, marketing, and production literature followed by the purchasing domain.;0;;;;;
Purchasing portfolio models provide an approach for differentiating suppliers and commodities.;0;;;;;
Purchasing portfolio models have received considerable attention from academia and within organizations.;0;;;;;
This attention is driven by the recognition that the ability of the firm to manage supplier relations has been empirically linked to obtaining and sustaining a competitive advantage.;0;;;;;
Moreover, suppliers have played an increasingly significant role in the success of firm.;0;;;;;
However, all suppliers cannot be dealt with in the same way and the literature supports the need to differentiate supplier relationships through differentiation schemes offered by purchasing portfolio models.;0;;;;;
Kraljic introduced the first comprehensive portfolio approach for purchasing and supply management.;0;;;;;
Although other models have been developed, Kraljic's approach has become the dominant methodology built upon in literature and the foundation for purchasing strategies for many organizations.;0;;;;;
Kraljic's approach leverages a portfolio matrix that classifies products on the basis of two dimensions: the external dimension concerns the factors regarding suppliers and supply market, while the internal dimension relates to the importance and value impact of a given product.;0;;;;;
Each dimension needs to be assessed against a number of variables where an overall classification score is established.;0;;;;;
The result is a matrix and a classification in four categories.;0;;;;;
Non-critical items are associated with low value items.;1;;;;;
Leverage the buyer power.;2;;;;;
A product offered only by a few suppliers.;3;;;;;
Strategic items as illustrated can be found in Joint Ventures.;4;;;;;
This categorization allows commodities to be classified in a way that minimizes the supply risk while maximizing purchasing power and value to the firm.;0;;;;;
There are several variants to the KPM.;0;;;;;
However, most alternatives build on and extend the KPM by focusing on the factors and variables to be measured.;0;;;;;
Table 1 illustrates only a few variants published in the purchasing literature.;0;;;;;
Positioning commodities in this matrix form not only enables managers to visually see trade-offs between items, but the classification also allows firms to develop distinctive management approaches for each category.;0;;;;;
In fact, they identified three generalized supplier strategies to associate with the purchasing strength versus supply market strength power positions.;0;;;;;
Exploiting means, leveraging buying power, whether through aggressive or collaborative means.;2;;;;;
Balance: implement neither aggressive nor conservative purchasing approach.;0;;;;;
Diversify the supply base by search for new suppliers or substitutes.;3;;;;;
In addition to the variations in what determines the positioning of products, the KPM has also been used to shift products within the matrix.;0;;;;;
The simplicity and flexibility of the KPM design has been a significant contributing factor to its popularity.;0;;;;;
Moreover, empirical studies have corroborated the usefulness and validity of KPM and purchasing portfolio analysis in practice.;0;;;;;
Caniels and Gelderman assessed the credibility of the KPM and the factors applied to measure supply risk and value impact.;0;;;;;
Leveraging data from Dutch purchasing professionals, they found theoretical and real situations that largely satisfy the purchasing strategies while assigning different commodities to the KPM.;0;;;;;
Wagner and Johnson used interview and archival data for multinational companies and found a strong relationship between the portfolio approach and competitive advantages obtained.;0;;;;;
Bensaou and Lilliecreutz and Ydreskog found that firms benefit from entering into a variety of relationships with different suppliers as directed by a KPM porfolio approach.;0;;;;;
Ipso facto, purchasing porfolio analysis has been found to be one of the top purchasing and supply tools used in industry, second only to vendor rating.;0;;;;;
However, one of the KPM's main critiques revolves around the question.;0;;;;;
How does a purchasing manager position a product or service within the matrix?;0;;;;;
Most of the research regarding the KPM involves the framework itself, movement within the framework, application of the framework to industry, strategies for the matrix categories, and buyer-supplier relationships that underpin management decisions prior to or after placement.;0;;;;;
In fact, Padhi, state that positioning commodities in the KPM suggested in the literature are mainly based on subjective judgment of the decision makers to position the commodities in the different quadrants.;0;;;;;
They lack analytical rigor, where subjective positioning of commodities may lead to erroneous outcomes.;0;;;;;
Wagner and Johnson add that despite the abundance of research on relationship patterns and their impact on company performance, the how-to question has been widely neglected.;0;;;;;
Ramsay identifies an absence of a conceptual framework to facilitate an analytical approach.;0;;;;;
Padhi add that positioning of the items in the portfolio matrix by the purchasing managers are subjective and makes the portfolio models imprecise.;0;;;;;
Knight reiterate the lack of analytical rigor, the difficulty in measuring the matrix dimensions, and the argument for less subjective methods for positioning purchases on the matrix.;0;;;;;
Lee and Drake argue that lack of the synthesizing of qualitative and quantitative measures promote arbitrary classification of purchases.;0;;;;;
Olsen and Ellram emphasize that categorizing of purchases in a portfolio model is very subjective, and perhaps the most important part of the implementation process and urge the use of quantitative methodologies.;0;;;;;
Although not exhaustive, a review of literature identified only five attempts to use quantitative techniques to position items with the KPM.;0;;;;;
Three of the five techniques rely on the concept of importance weights or importance scoring.;0;;;;;
A review of the decision analysis literature reveals there may be a better approach.;0;;;;;
The problem with importance weights is that they may not take into account the range between the least- and most-preferred options on each attribute.;0;;;;;
Rather, swing weighting has become a common approach to more accurately capture the importance trade-space of given attributes.;0;;;;;
There is a unique difference between importance weighting and swing weighting.;0;;;;;
Importance weights are used to reflect the general importance of one attribute over another without regard to the difference between the worst and the best value points of each attribute.;0;;;;;
Watson and Buede further state that when this difference from worst to best is not explicitly referenced in assessing weights, we obtain some general notion of importance, which is subject to great variation and argument among decision-makers.;0;;;;;
Dillon-Merrill argue that importance weights do not take into account the range between the lowest and the highest levels of the value measures resulting in the potential for important measures to not be important to the decision.;0;;;;;
Keeney adds that when we quantify objectives by simply asking for their relative importance, considerable misinformation about values is produced and a substantial opportunity to understand values is lost.;0;;;;;
However, the use of swing weighting ensures we capture the full value preference structure rather than simply an arbitrary score or at best a hierarchy of importance.;0;;;;;
Swing weighting also protects against the potential for loss of information, misunderstanding of decision-maker belief, and even loss of trade-offs between values.;0;;;;;
Zhenfeng apply factor analysis techniques to the dimensions of the KPM.;0;;;;;
However, the model lacks sufficient detail in derivation of variable scoring and positioning of items.;0;;;;;
In all, the ability to extend this model for practical use is limited and its ease of implementation is inadequate.;0;;;;;
The remaining quantitative method used to position items with the KPM is the Analytical Hierarchy Process.;0;;;;;
This approach is not without its flaws.;0;;;;;
From a general methodological viewpoint concerning AHP, Watson and Buede argue that although definitions for levels of importance are articulated, inconsistencies between importance pairings are common and additional methods must be used to resolve differences.;0;;;;;
They add that instead of getting a decision-maker to wrestle with his values, the AHP tells him what they ought to be.;0;;;;;
They further highlight that AHP fails to provide clarity between attributes by using a somewhat arbitrary representation of words by numbers which may be implying an underlying judgment structure which the decision-maker is unaware of and may disagree with.;0;;;;;
The AHP is traditionally applied to the evaluation of alternatives, generates rank orderings that are not meaningful with respect to the underlying preferences of the decision maker.;0;;;;;
He adds that the approach seems overly complex with its need for sometimes extensive pairwise comparisons of alternatives and extensive mathematical calculations to determine rankings.;0;;;;;
These characteristics seem to obscure, rather than illuminate, the trade-offs involved in making decisions with multiple objectives.;0;;;;;
The discussion above highlights what can be considered a gap in literature to date.;0;;;;;
The necessity to identify and apply a quantitative method to position items within the KPM is therefore a pressing need, prior to undertaking subsequent analysis.;0;;;;;
The data used for this research comes from a large organization's procurement function whose primary goal is to leverage its enterprise reach in order to capitalize on strategic sourcing opportunities that will maximize value and savings to the organization and stakeholders.;0;;;;;
From 2010 to 2014, this organization's procurement function spent nearly $43 Billion in support of its operations.;0;;;;;
This figure represents nearly 11% of the total 2010-2014 budget of this organization.;0;;;;;
As the organization continues to face ongoing operations in multiple locations, the increased scrutiny by senior leadership to improve strategic sourcing, and the looming threat of an overburdened economy, the need to uncover areas ripe for value maximization and reduced supply chain risk cannot be overstated.;0;;;;;
Thus, this research was guided by the desire to apply the KPM strategic sourcing model to this organizational context to allow the enterprise to develop distinctive management approaches for its sourcing activities.;0;;;;;
To accomplish this the organization required an objective and quantitative approach to position items within the KPM and identify the products and services offering the highest potential for value maximization while minimizing supply chain risk through strategic sourcing.;0;;;;;
Consequently, the methodology employed is for the purpose of positioning items within the matrix and identifying optimal candidates to begin strategic sourcing initiatives.;0;;;;;
The KPM is, in essence, a multi-objective decision model.;0;;;;;
Kraljic indicates that a trade-off exists between two factors: supply risk and value impact.;0;;;;;
The location of a commodity or service within the KPM represents this trade-off.;0;;;;;
Kraljic argues that an organization can fully exploit its buying power and achieve greater value gains when supply risk is minimized and value measures are maximized.;0;;;;;
This exploitation happens when items fall within the Leverage quadrant of the KPM.;2;;;;;
On the other hand, items that fall outside of the Leverage quadrant offer less value impact or increased supply chain risk exposure to the firm and require a different approach, or strategy, for purchasing.;0;;;;;
The general idea behind the KPM is to minimize supply vulnerability and maximize value impact while at the same time matching external resources provided by suppliers with the internal needs of the buying firm.;0;;;;;
An assumption is made regarding an overall direction of preference towards the Leverage quadrant since it is in this quadrant that a purchasing organization is most likely to achieve maximum value improvements while minimizing risk exposure.;2;;;;;
Relative to the exemplar organization, the objective to minimize supply risk was interpreted as minimizing supply market complexity.;3;;;;;
Risk, according to literature, is restricted to situations in which both the set of possibilities and the probability distribution over this set are known whereas decisions under uncertainty are usually made on grounds other than logical calculation.;0;;;;;
Kraljic uses the term risk to identify a supply market that is comprised of many factors that affect its complexity rather than outcomes with an associated probability and consequence.;0;;;;;
Parnell add that risk neutrality is often seen in Government and non-profit decision making.;0;;;;;
Therefore, we narrow our focus to a risk-less model with a fundamental objective to Minimize Supply Market Complexity.;0;;;;;
This also serves to simplify the model by eliminating the requirement to incorporate risk attitude.;0;;;;;
Furthermore, for the objective to maximize value, the exemplar organization sought to Maximize Strategic Impact.;0;;;;;
The ability of an organization to carry out its particular operations and processes is critical to the success of the organizations strategy and the centralized purchasing function of the organization providing the data for this research is pivotal to the strategic success of its various locations.;0;;;;;
Thus, for the exemplar organization the fundamental objectives decision-makers were focused on included.;0;;;;;
Within the exemplar organization, individual products and services acquired are referred to as Product and Service Codes.;0;;;;;
Given the two fundamental objectives and their respective direction of preference, Multi-Objective Decision Analysis is implemented as a framework to quantitatively position PSCs within the KPM.;0;;;;;
We recall that the terms minimize and maximize connotes the direction of preference of the decision maker for a particular objective.;0;;;;;
In our case, a less complex supply market is preferred over a more com- plex supply market and higher strategic impact is preferred over less strategic impact.;0;;;;;
No manipulation of the market or the organization's strategy is required or intended when positioning a PSC.;0;;;;;
However, the direction of preference is a requirement when using MODA and is vital to our methodology as will be seen in the following sections.;0;;;;;
The alternatives for this research are simply the set of PSCs, or procurement items, that the organization desires to position within the KPM.;0;;;;;
Although there are 1702 PSCs involved in contracts, the organization supplied a subset of PSCs for this analysis that accounts for 80% of 2010Ð2014 spend.;0;;;;;
Specifically, we seek to position 138 PSCs selected by the organization.;0;;;;;
Supply market complexity can be measured by various attributes such as market structure, concentration, risk, and price trends.;0;;;;;
To capture these characteristics of a market, organizations can develop internal algorithms to measure and aggregate this information or leverage external approaches.;0;;;;;
IBISWorld is a research organization whose reports delve into supply markets for a particular good or service.;0;;;;;
The Score is comprised of three components: price trends, market structure, and market risk.;0;;;;;
Each consists of factors such as availability of substitutes, market share concentration, and product specialization.;0;;;;;
Switching costs are also considered.;0;;;;;
These factors are weighted, scored, and aggregated to produce an overall buyer power score, which ranges between 1 and 5 with increments of 0.;0;;;;;
This indicates greater buyer strength and a less complex market.;2;;;;;
The current organization has used the Score metric for several years to monitor the complexity of its supply market.;0;;;;;
The organization obtains IBISWorld reports for each PSC as part of their market research efforts.;0;;;;;
Let X be the IBISWorld Buyer Power Score, which represents our measure of supply market complexity.;0;;;;;
A value function for this attribute provides a value score.;0;;;;;
A single attribute value function is all that is required since a single attribute was identified to measure this fundamental objective.;0;;;;;
Kirkwood identified two possible SAVFs: Piecewise linear and exponential.;0;;;;;
To select the appropriate function, interviews were conducted with members of the purchasing function of the organization who are experts in strategic sourcing and have experience using the KPM.;0;;;;;
The goal of the interviews was to identify and build a value preference structure for each attribute by eliciting values using the fractile method as explained by Howard and Abbas.;0;;;;;
The Resource-based view posits that organizations achieve strategic impact through their resources.;0;;;;;
However, it has been recognized that tangible and intangible assets cannot provide competitive advantages by themselves.;0;;;;;
Hansen argue that it is not simply the possession of valuable and inimitable resources, but how leadership manages these resources is just as important.;0;;;;;
Thus, the ability of a manager to orchestrate its resources is fundamental to executing the organization's strategic objectives and achieving competitive advantage.;0;;;;;
Unfortunately, in many large bureaucratic enterprises, government entities, and non-profit organizations, forced budget reductions remove managers  control of resource orchestration.;0;;;;;
In fact, peanut butter spread reductions are often made where all units and functions experience a common reduction.;0;;;;;
Yet in times of budget increases, managers across the organizational hierarchies are free, to an extent, to exercise judgment in purchasing decisions to align resources with strategic objectives.;0;;;;;
Thus, in times of normal or increasing budget activities, managers will direct their spend activities towards those resources they believe will have the largest strategic impact to their specific mission.;0;;;;;
In conversations with senior leadership from our exemplar organization, which is a large bureaucratic enterprise, this practice was considered the norm.;0;;;;;
Furthermore, in our conversations with senior leadership and management at various levels within the organization, it was commonly discussed that managers applied budget increases first to the organization's most strategically critical goods and services.;0;;;;;
Thus, in coordination with management, we leverage this finding to deduce which PSCs were most critical to the organization by identifying those PSCs that experienced the largest post-budget-cut rebound in spend.;0;;;;;
To do so, we targeted the change in spend from 2013 to 2014.;0;;;;;
Spend data from the organization shows that 2013 included significant budget cuts of approximately 13%.;0;;;;;
However, the 2014 budgets for spend increased by nearly 6%.;0;;;;;
This trend was visible at the most aggregate levels down to the most disaggregated levels.;0;;;;;
Consequently, as 2014 budgets increased, we identified those PSCs that experienced the largest post-budget-cut rebound in spend.;0;;;;;
To do so, we calculate the percent change of spend for each PSC from 2013 to 2014.;0;;;;;
We also calculate overall organization spend over the same period, compute the deviation between the two, and scaled from 0 to 1.;0;;;;;
Therefore, let Y be the delta between the overall organization spend slope and PSC spend slope from 2013 to 2014.;0;;;;;
Those PSCs with values closer to one represent spend that aims to maximize strategic impact.;0;;;;;
After solving each single attribute value function, we obtain a ordered pair for each PSC.;0;;;;;
This ordered pair allows us to plot each PSC on the organization's modified KMP.;0;;;;;
The coordinate plane is also divided into 4 equal quadrants.;0;;;;;
These partitions divide the coordinate plane into the four quadrants that represent the four quadrants of the KPM.;0;;;;;
Last, we identify the weights associated with the two fundamental objectives.;0;;;;;
Given that Kraljic identifies a unique relationship between both axes of the matrix, a multilinear function must be created rather than a simple additive value model, which has been the subject of the extant literature.;0;;;;;
This allows us to capture the preference structure and relative importance between the two objectives.;0;;;;;
This is also critical in helping to understand the relative importance of each measure and its dependency on the difference between the worst and the best value points of each measure.;0;;;;;
Furthermore, as will be illustrated, we can perform sensitivity analysis on these swing weights to gain even further robustness in our preference structure trade-space.;0;;;;;
Weights associated with each attribute and their interactions are determined following Keeney and Raiffa.;0;;;;;
Next, we determine which attribute the organization prefers to swing to its best case while keeping the other attribute at its worst case and elicit its value.;0;;;;;
We then determine the value of the opposing situation, swinging the other attribute to its best case while keeping the first attribute at its worst case and elicit this value.;0;;;;;
Further investigation regarding this phenomenon discovered that the organization's selection of PSCs for analysis was based on a specific set of key performance indicators that identified what the organization considered to be the best opportunity for strategic impact.;0;;;;;
The combination of KPI score and annual spend was used to produce the prioritized list of 138 PSCs.;0;;;;;
We should expect aggressiv negotiations to see them in the Leverage quadrant.;2;;;;;
Further investigation into this set of PSCs revealed that items procured to run the organization's various locations are more often than not common goods and services of which markets exist beyond the organization's needs.;0;;;;;
Thus, we should expect to see a bulk of PSCs congregating to the left and even to the upper left of the matrix.;0;;;;;
Moreover, in Kraljic's seminal work, he used an example of a company that positioned 5000 items.;0;;;;;
Only 75, or 1.5% were positioned on the right side of the matrix.;0;;;;;
However, this initial assessment helped to confirm that the objective quantitative approach applied aligned with the organization's internal analytic processes to identify strategically important PSCs.;0;;;;;
The bulk of the PSCs are in the upper left of the Leverage quadrant, the organization should be able to leverage its buying power to maximize strategic impact while minimizing supply chain risk with these PSCs.;2;;;;;
However, the question remains of these PSCs, which should the organization focus on first to maximize strategic impact while minimizing supply chain risk?;0;;;;;
One approach to address this concern is to let the cutoff points be produced by the data rather than using the arbitrary 0.50 cutoff value.;0;;;;;
The weight associated with the Strategic quadrant represents a scenario where an item is extremely important to the mission but is only found in a very complex market.;0;;;;;
The weight associated with the Noncritical item represents an item not important to the mission yet abides in a non-complex, buyer-empowered market.;1;;;;;
Either scenario is not preferred by the organization's representatives.;0;;;;;
Value preference elicitation sessions revealed they preferred to swing attribute Y to its best while holding attribute X at its worst over the opposing situation.;0;;;;;
The value they assigned to this swing was 52%, thus wy = 0.52.;0;;;;;
The same held for the opposing situation.;0;;;;;
The non-dominated PSCs are marked accordingly with the assumption that the organization prefers to maximize the benefit of those PSCs with the largest cost impact to the organization.;0;;;;;
The non-dominated PSCs form the Pareto optimal set, or efficient frontier, of PSCs.;0;;;;;
Seven non-dominated PSCs are identified as the Pareto Optimal Set.;0;;;;;
When considering value preferences and overall spend, this set of seven represents the optimal set of PSCs for the organization to begin strategy comparisons and implement commercial best practice purchasing strategies.;0;;;;;
To assess the robustness of our results we performed sensitivity analysis on the swing weights assigned to each single attribute value function.;0;;;;;
Sensitivity analysis allows us to see the impact on the MAVF score when adjusting the weights within a given range and provides feedback regarding biases in the modeling and elicitation procedures.;0;;;;;
For every combination of weight adjustments, we consistently identified 12 of the 138 PSCs with the highest MAVF score indicating them as most likely candidates for initial strategy comparisons.;0;;;;;
In fact, four PSCs never changed position.;0;;;;;
These results strengthen the case that the underlying MODA framework is robust and that we have adequately captured the value preferences for procured goods and services.;0;;;;;
Past research supports the argument that multi-attribute utility modeling typically yields valid mathematical representations of the preferences of decision-makers.;0;;;;;
Lastly, to further examine our MODA framework, we assessed eleven PSCs that were not part of the organization's originally prioritized set of 138.;0;;;;;
8 plots these PSCs based on their respective SAVF scores.;0;;;;;
We observe two PSCs that are positioned in the Leverage quadrant.;0;;;;;
They represent a combined annual spend of nearly $25M.;0;;;;;
However, these two PSCs were not originally prioritized by the organization's internal approach to be considered for strategic sourcing initiatives.;0;;;;;
This was due to the fact that the organization's internal analysis used overall spend with their KPI scoring criteria as a means to prioritize PSCs.;0;;;;;
Although we understand the organization's desire to focus its efforts on PSCs that have large impacts on its overall budget, our analysis highlights that these prioritization criteria may result in potential missed opportunities for strategic sourcing.;0;;;;;
In fact, this discussion promotes positioning PSCs within the KPM using the MODA-framework as an effective starting point a priori to implementing the organization's usual internal analysis.;0;;;;;
A score of 0 was assigned for the supply market complexity SAVF due to IBISWorld not providing any market research for this type of service.;0;;;;;
This seems to indicate that a buyer's market may not exist.;0;;;;;
Therefore, according to our scoring criteria, we assumed this is a complex market in which to operate and the organization confirmed this assumption.;0;;;;;
Finally, after calculating the MAVF scores for these non-prioritized PSCs and including them in the Cost-Benefit Trade Space plot, we find that the Pareto Optimal Set does not change.;0;;;;;
Again, this is due to the low FY10-14 spend of the non-prioritized PSCs.;0;;;;;
We emphasize that the Leverage Quadrant is the starting point for finding PSCs with high potential for maximizing value impact while minimizing risk exposure.;2;;;;;
The KPM helps identify such PSCs.;0;;;;;
The Pareto Optimal set simply identifies which of those PSCs to select first for implementing strategic sourcing efforts.;0;;;;;
Strategic purchasing is a critical element of success for today's organization and applying a purchasing portfolio approach has become one of the dominant purchasing strategies.;0;;;;;
Moreover, Kraljic's portfolio matrix has become the fundamental structure that most purchasing portfolio strategies rely upon.;0;;;;;
However, within the extant literature, positioning products and services within the different quadrants of the KPM is primarily based on subjective judgment of the decision makers.;0;;;;;
This has left two important questions unresolved.;0;;;;;
How does a purchasing manager quantitatively and objectively position a product or service within the matrix?;0;;;;;
Which products and services should the organization focus on first when implementing a strategic sourcing initiative?;0;;;;;
The proposed approach helps to address the current gap in the KPM literature regarding the necessity to identify and apply a quantitative method to position items within the KPM.;0;;;;;
With limited applications of quantitative techniques to position items within the KPM, our method expands the objective and quantitative rigor that can accompany a KPM application.;0;;;;;
Furthermore, our approach goes beyond the quantitative positioning of product and services in the KPM, but also provides a rigorous approach to quantitatively and objectively rank-order products and services for strategic sourcing initiatives.;0;;;;;
Specifically, we introduce the use of MODA into the KPM literature base to capture the value preferences of decision makers.;0;;;;;
First, we applied a SAVF to objectively quantify the dimensions and attributes of the products and services.;0;;;;;
We then leverage swing weights and a MAVF to rank-order the products and services to identify those, which represent the most likely candidates for strategic sourcing opportunities.;0;;;;;
A cost-benefit comparison further refined this list by identifying the Pareto optimal set of products and services most conducive to strategic sourcing opportunities.;0;;;;;
A sensitivity analysis and validation set assessment was performed to ratify the robustness of our methodology.;0;;;;;
Our approach is managerial relevant since it not only improves the objectiveness, quality, and confidence of positioning products and services within the KPM matrix, but it also helps decision makers identify those products and services that are optimal candidates to begin strategic sourcing initiatives.;0;;;;;
Due to the ease of implementation, organizations can quickly implement our solution.;0;;;;;
Furthermore, by leveraging the swing weights and sensitivity analysis, procurement managers will understand how the solution space changes based on managerial preferences.;0;;;;;
This allows managers to identify those products and services that consistently appear optimal for strategic sourcing initiatives regardless of preference structure.;0;;;;;
The organization whose data was used for this research acknowledged that the objective and quantitative approach proposed and demonstrated by this research represents a simpler and faster approach than the subjective approaches advocated in the literature.;0;;;;;
The leadership also acknowledged that this approach led to higher quality and more insightful results than the approaches they had used in the past.;0;;;;;
The management team is excited about the time and effort savings that this new approach represents.;0;;;;;
They also view this approach as a way of providing objective continuity across leadership changes and between the various levels of leadership within their organization.;0;;;;;
Despite the rigor of our analysis, we accept that certain limitations exist that might entice further research.;0;;;;;
First, our analysis leverages a SAVF for each of the attributes assessed.;0;;;;;
Future research can expand this approach by incorporating MAVFs so that multiple measures could be used to value a given attribute.;0;;;;;
Moreover, future research can strive to incorporate new attributes that potentially contribute to the two dimensions.;0;;;;;
Furthermore, our research focuses on quantifying the attributes of procured products and services and indicating where strategic sourcing efforts should focus first.;0;;;;;
However, our research does not identify the appropriate procurement strategy techniques that should be applied to these identified opportunities.;0;;;;;
Future research should seek to link the results of our quantified approach to specific procurement strategies to provide decision makers with a complete purchasing portfolio framework.;0;;;;;
An additional limitation of this analysis is the lack of support for the cutoff values that produce the four KPM quadrants.;0;;;;;
Future research should analyze possible cutoff value approaches, whether they are determined from statistical properties of the data such as median, mean, standard deviations, or quantiles, and see how these change the interpretation of the results or perspective.;0;;;;;
This may provide significant insight into whether the current arbitrary 0 cutoff is reasonable or if alternative approaches are more appropriate depending on the business context.;0;;;;;
Lastly, this analysis relies on the data from a single organization.;0;;;;;
Future research should strive to replicate the approach advocated here using data from other organizations to perhaps strengthen the overall generalizability of the approach, to verify whether or not the assumptions made hold true in other contexts, and to determine whether or not the cutoff values utilized are equally applicable to other organizations.;0;;;;;
Many organizations only leverage a fraction of what could potentially be managed and saved through strategic sourcing.;0;;;;;
Strategic sourcing even one additional percent of the spend of large organizations could equate to billions of dollars of value improvement.;0;;;;;
Implementing strategic sourcing via a purchasing portfolio framework, organizations have the opportunity to more aggressively leverage their buying power and select appropriate sourcing strategies and tactics.;0;;;;;
With Kraljic's portfolio matrix being the most widely used diagnostic and prescriptive purchasing portfolio framework, this research greatly contributes to this framework by providing a more quantitative and rigorously grounded matrix.;0;;;;;
This provides purchasing managers an objective, quantitative approach to identify products and services ripe for strategic sourcing initiatives.;0;;;;;
Recently, purchasing portfolio models have received considerable attention from academic and business world.;0;;;;;
Obviously, not all products and not all buyer-supplier relationships are to be managed in the same way.;0;;;;;
In general, purchasing portfolio models aim at developing differentiated purchasing and supplier strategies.;0;;;;;
Kraljic introduced the first comprehensive portfolio approach for purchasing and supply management.;0;;;;;
Kraljic s approach includes the construction of a portfolio matrix that classifies products on the basis of two dimensions.;0;;;;;
The result is a matrix and a classification in four categories.;0;;;;;
These products are hard to get, since there are only a few sources. ;3;;;;;
These unimportant items are non-critical for purchasing.;1;;;;;
Leverage items can be sourced from many different suppliers.;2;;;;;
Strategic items are often developed by supplier and buyer in collaboration.;4;;;;;
Each of the four categories requires a distinctive approach towards suppliers.;0;;;;;
Non-critical items require efficient processing, product standardization, order volume and inventory optimalization.;1;;;;;
